#------------------------
#   k         chi         dchi         e0
  18.191142       0.29690966E-02   0.61463225E-03    20006.008
  18.334692       0.21970748E-02   0.55383240E-03    20006.008
  19.035868       0.14549548E-02   0.69862686E-03    20006.008
  19.173098       0.15765094E-02   0.72395774E-03    20006.008
  19.309221       0.28008534E-03   0.71133605E-03    20006.008
  19.444647      -0.29568127E-03   0.65157461E-03    20006.008
  19.579004       0.31753478E-04   0.60795124E-03    20006.008
  19.712299       0.60451884E-03   0.68449952E-03    20006.008
  20.366392      -0.50895370E-03   0.34955827E-03    20006.008
  20.494526      -0.22046416E-02   0.66767767E-03    20006.008
  22.330866       0.35593705E-03   0.55597030E-03    20006.008
  22.910279       0.35546021E-02   0.54738487E-03    20006.008
