#------------------------
#   k         chi         dchi         e0
  12.400000       0.53743110E-02   0.21948403E-02    8348.5200
  12.450000       0.20288818E-02   0.24140156E-02    8348.5200
  12.500000      -0.16404634E-02   0.26331910E-02    8348.5200
  12.550000      -0.53247907E-02   0.28523663E-02    8348.5200
  12.600000      -0.87151663E-02   0.30715417E-02    8348.5200
  12.650000      -0.11502657E-01   0.32907170E-02    8348.5200
  12.700000      -0.11144619E-01   0.32350411E-02    8348.5200
  12.750000      -0.83462711E-02   0.30528685E-02    8348.5200
  12.800000      -0.50070585E-02   0.28706960E-02    8348.5200
  12.850000      -0.14209332E-02   0.26885234E-02    8348.5200
  12.900000       0.21181529E-02   0.25063509E-02    8348.5200
  12.950000       0.53162481E-02   0.23241783E-02    8348.5200
  13.000000       0.64746223E-02   0.27356951E-02    8348.5200
  13.050000       0.53153583E-02   0.35888808E-02    8348.5200
  13.100000       0.36781852E-02   0.44420665E-02    8348.5200
  13.150000       0.17673003E-02   0.52952522E-02    8348.5200
  13.200000      -0.21309934E-03   0.61484379E-02    8348.5200
  13.250000      -0.20588165E-02   0.70016235E-02    8348.5200
  13.300000      -0.21883984E-02   0.70270778E-02    8348.5200
  13.350000      -0.29209691E-04   0.64054759E-02    8348.5200
  13.400000       0.25481217E-02   0.57838740E-02    8348.5200
  13.450000       0.53546286E-02   0.51622721E-02    8348.5200
  13.500000       0.82013437E-02   0.45406702E-02    8348.5200
  13.550000       0.10899300E-01   0.39190683E-02    8348.5200
  13.600000       0.13259530E-01   0.32974664E-02    8348.5200
  13.650000       0.15093066E-01   0.26758645E-02    8348.5200
  13.700000       0.13822933E-01   0.28762484E-02    8348.5200
  13.750000       0.10369661E-01   0.33608505E-02    8348.5200
  13.800000       0.64823088E-02   0.38454527E-02    8348.5200
  13.850000       0.23674150E-02   0.43300549E-02    8348.5200
  13.900000      -0.17684809E-02   0.48146570E-02    8348.5200
  13.950000      -0.57188396E-02   0.52992592E-02    8348.5200
  14.000000      -0.92771219E-02   0.57838614E-02    8348.5200
  14.050000      -0.12236789E-01   0.61822454E-02    8348.5200
  14.100000      -0.10960285E-01   0.58006618E-02    8348.5200
  14.150000      -0.89069361E-02   0.54190783E-02    8348.5200
  14.200000      -0.64312982E-02   0.50374947E-02    8348.5200
  14.250000      -0.37165614E-02   0.46559112E-02    8348.5200
  14.300000      -0.94591636E-03   0.42743276E-02    8348.5200
  14.350000       0.16974464E-02   0.38927441E-02    8348.5200
  14.400000       0.40303364E-02   0.35111605E-02    8348.5200
  14.450000       0.41908047E-02   0.37585196E-02    8348.5200
  14.500000       0.25825669E-02   0.42478706E-02    8348.5200
  14.550000       0.66375311E-03   0.47372215E-02    8348.5200
  14.600000      -0.14108867E-02   0.52265725E-02    8348.5200
  14.650000      -0.34866023E-02   0.57159234E-02    8348.5200
  14.700000      -0.54086436E-02   0.62052744E-02    8348.5200
  14.750000      -0.70222606E-02   0.66946254E-02    8348.5200
  14.800000      -0.71500520E-02   0.66784596E-02    8348.5200
  14.850000      -0.49870523E-02   0.62120200E-02    8348.5200
  14.900000      -0.25301883E-02   0.57455804E-02    8348.5200
  14.950000       0.37565612E-04   0.52791408E-02    8348.5200
  15.000000       0.25332349E-02   0.48127012E-02    8348.5200
  15.050000       0.47738452E-02   0.43462616E-02    8348.5200
  15.100000       0.65764219E-02   0.38798220E-02    8348.5200
  15.150000       0.65877022E-02   0.39161421E-02    8348.5200
  15.200000       0.35866044E-02   0.44386298E-02    8348.5200
  15.250000       0.21468319E-03   0.49611174E-02    8348.5200
  15.300000      -0.32666822E-02   0.54836051E-02    8348.5200
  15.350000      -0.65961124E-02   0.60060928E-02    8348.5200
  15.400000      -0.95122281E-02   0.65285805E-02    8348.5200
  15.450000      -0.11753650E-01   0.70510682E-02    8348.5200
  15.500000      -0.10563034E-01   0.70568009E-02    8348.5200
  15.550000      -0.62848619E-02   0.67971674E-02    8348.5200
  15.600000      -0.20066894E-02   0.65375338E-02    8348.5200
  15.650000       0.22714832E-02   0.62779002E-02    8348.5200
  15.700000       0.65496557E-02   0.60182666E-02    8348.5200
  15.750000       0.10827828E-01   0.57586331E-02    8348.5200
  15.800000       0.15106001E-01   0.54989995E-02    8348.5200
  15.850000       0.13665883E-01   0.55780071E-02    8348.5200
  15.900000       0.10452238E-01   0.56700174E-02    8348.5200
  15.950000       0.72385922E-02   0.57620278E-02    8348.5200
  16.000000       0.40249469E-02   0.58540382E-02    8348.5200
  16.050000       0.81130153E-03   0.59460485E-02    8348.5200
  16.100000      -0.24023438E-02   0.60380589E-02    8348.5200
  16.150000      -0.47747854E-02   0.60147823E-02    8348.5200
  16.200000      -0.31951578E-02   0.58072510E-02    8348.5200
  16.250000      -0.16155303E-02   0.55997198E-02    8348.5200
  16.300000      -0.35902833E-04   0.53921885E-02    8348.5200
  16.350000       0.15437247E-02   0.51846572E-02    8348.5200
  16.400000       0.31233522E-02   0.49771259E-02    8348.5200
